PlanName,fy,ActLiabilities_GASB,InvestmentReturnAssumption_GASB,InvestmentReturn_1yr
"Nevada Regular Employees",2013,33178566.000,0.08000,0.12400
"Nevada Regular Employees",2014,34774340.000,0.08000,0.17600
"Nevada Regular Employees",2015,36318260.000,0.08000,0.04200
"Nevada Regular Employees",2016,38114384.000,0.08000,0.02300
"Nevada Regular Employees",2017,40651652.000,0.07500,0.11900
"Nevada Regular Employees",2018,42912828.000,0.07500,0.08600
"Nevada Regular Employees",2019,44994436.000,0.07500,0.08500
"Nevada Regular Employees",2020,47057708.000,0.07500,0.07200
"New Jersey Teachers",2001,32745358.000,0.08750,-0.10400
"New Jersey Teachers",2002,35146592.000,0.08750,-0.09000
"New Jersey Teachers",2003,37383732.000,0.08750,0.03300
"New Jersey Teachers",2004,40447692.000,0.08250,0.14100
"New Jersey Teachers",2005,43967928.000,0.08250,0.08700
"New Jersey Teachers",2006,46539868.000,0.08250,0.09800
"New Jersey Teachers",2007,49161248.000,0.08250,0.17100
"New Jersey Teachers",2008,51754816.000,0.08250,-0.02660
"New Jersey Teachers",2009,54576060.000,0.08250,-0.14270
"New Jersey Teachers",2010,49543348.000,0.08250,0.13360
"New Jersey Teachers",2011,51406540.000,0.07950,0.18030
"New Jersey Teachers",2012,52417752.000,0.07900,0.02520
"New Jersey Teachers",2013,53645476.000,0.07900,0.11780
"New Jersey Teachers",2014,53749976.000,0.07900,0.16870
"New Jersey Teachers",2015,55359376.000,0.07900,0.04160
"New Jersey Teachers",2016,57865972.000,0.07650,-0.00930
"New Jersey Teachers",2017,63028940.000,0.07500,0.13070
"New Jersey Teachers",2018,60971920.000,0.07500,0.09060
"New Jersey Teachers",2019,65470848.000,0.07300,0.06270
"New Jersey Teachers",2020,66877320.000,0.07300,0.01210
"New Mexico Educational",2001,8070300.000,0.08000,-0.10100
"New Mexico Educational",2002,8748000.000,0.08000,-0.08730
"New Mexico Educational",2003,9266600.000,0.08000,0.02800
"New Mexico Educational",2004,9927100.000,0.08000,0.15390
"New Mexico Educational",2005,10591800.000,0.08000,0.09860
"New Mexico Educational",2006,11436300.000,0.08000,0.12300
"New Mexico Educational",2007,12190081.000,0.08000,0.17600
"New Mexico Educational",2008,12966995.000,0.08000,-0.06200
"New Mexico Educational",2009,13883273.000,0.08000,-0.17300
"New Mexico Educational",2010,14353509.000,0.08000,0.18200
"New Mexico Educational",2011,15293072.000,0.07750,0.19700
"New Mexico Educational",2012,15836973.000,0.07750,0.02000
"New Mexico Educational",2013,16362279.000,0.07750,0.11000
"New Mexico Educational",2014,16971322.000,0.07750,0.14600
"New Mexico Educational",2015,18014426.000,0.07750,0.04000
"New Mexico Educational",2016,18536428.000,0.07750,0.02600
"New Mexico Educational",2017,19870698.000,0.07250,0.12000
"New Mexico Educational",2018,20457996.000,0.07250,0.08300
"New Mexico Educational",2019,21287572.000,0.07250,0.07300
"New Mexico Educational",2020,22711576.000,0.07000,-0.00970
"New York State Teachers",2001,69836240.000,0.08000,-0.05700
"New York State Teachers",2002,71661040.000,0.08000,-0.06800
"New York State Teachers",2003,72213680.000,0.08000,0.04000
"New York State Teachers",2004,72625400.000,0.08000,0.16100
"New York State Teachers",2005,74973992.000,0.08000,0.10600
"New York State Teachers",2006,76353000.000,0.08000,0.11800
"New York State Teachers",2007,79537200.000,0.08000,0.19300
"New York State Teachers",2008,82777504.000,0.08000,-0.06400
"New York State Teachers",2009,86062000.000,0.08000,-0.20500
"New York State Teachers",2010,88318800.000,0.08000,0.12100
"New York State Teachers",2011,89824896.000,0.08000,0.23200
"New York State Teachers",2012,92250896.000,0.08000,0.02800
"New York State Teachers",2013,94538800.000,0.08000,0.13700
"New York State Teachers",2014,96904496.000,0.08000,0.18200
"New York State Teachers",2015,105401800.000,0.07500,0.05200
"New York State Teachers",2016,109305104.000,0.07500,0.02300
"New York State Teachers",2017,115672496.000,0.07500,0.12500
"New York State Teachers",2018,118861104.000,0.07250,0.09000
"New York State Teachers",2019,121049296.000,0.07100,0.07100
"New York State Teachers",2020,123801696.000,0.07100,0.03500
"North Dakota Teachers",2001,1467700.000,0.08000,-0.07300
"North Dakota Teachers",2002,1575800.000,0.08000,-0.08880
"North Dakota Teachers",2003,1690300.000,0.08000,0.02280
"North Dakota Teachers",2004,1800400.000,0.08000,0.19300
"North Dakota Teachers",2005,1965200.000,0.08000,0.13360
"North Dakota Teachers",2006,2073900.000,0.08000,0.14790
"North Dakota Teachers",2007,2209300.000,0.08000,0.20040
"North Dakota Teachers",2008,2330600.000,0.08000,-0.07510
"North Dakota Teachers",2009,2445896.800,0.08000,-0.27330
"North Dakota Teachers",2010,2637165.000,0.08000,0.13870
"North Dakota Teachers",2011,2749751.800,0.08000,0.24210
"North Dakota Teachers",2012,2871870.300,0.08000,-0.00970
"North Dakota Teachers",2013,2997139.000,0.08000,0.13630
"North Dakota Teachers",2014,3138799.800,0.08000,0.16530
"North Dakota Teachers",2015,3449776.000,0.07750,0.03520
"North Dakota Teachers",2016,3589393.800,0.07750,0.00280
"North Dakota Teachers",2017,3734016.800,0.07750,0.12920
"North Dakota Teachers",2018,3863515.800,0.07750,0.09110
"North Dakota Teachers",2019,3993424.300,0.07750,0.05540
"North Dakota Teachers",2020,4181035.800,0.07250,0.03450
"NY State & Local ERS",2001,84113376.000,0.08000,-0.08650
"NY State & Local ERS",2002,89052640.000,0.08000,0.02760
"NY State & Local ERS",2003,91576968.000,0.08000,-0.10200
"NY State & Local ERS",2004,99135664.000,0.08000,0.28830
"NY State & Local ERS",2005,102224000.000,0.08000,0.08510
"NY State & Local ERS",2006,107785000.000,0.08000,0.14590
"NY State & Local ERS",2007,114525000.000,0.08000,0.12580
"NY State & Local ERS",2008,120183000.000,0.08000,0.02560
"NY State & Local ERS",2009,125136000.000,0.08000,-0.26380
"NY State & Local ERS",2010,133574000.000,0.08000,0.25870
"NY State & Local ERS",2011,140087008.000,0.07500,0.14570
"NY State & Local ERS",2012,144170000.000,0.07500,0.05960
"NY State & Local ERS",2013,149280992.000,0.07500,0.10380
"NY State & Local ERS",2014,158700000.000,0.07500,0.13020
"NY State & Local ERS",2015,167064992.000,0.07500,0.07160
"NY State & Local ERS",2016,172246000.000,0.07500,0.00190
"NY State & Local ERS",2017,178216000.000,0.07000,0.11480
"NY State & Local ERS",2018,184504000.000,0.07000,0.11350
"NY State & Local ERS",2019,189751008.000,0.06800,0.05230
"NY State & Local ERS",2020,189751008.000,0.06800,-0.02680
"NY State & Local Police & Fire",2001,13882738.000,0.08000,-0.08650
"NY State & Local Police & Fire",2002,14887813.000,0.08000,0.02760
"NY State & Local Police & Fire",2003,15707364.000,0.08000,-0.10200
"NY State & Local Police & Fire",2004,17056044.000,0.08000,0.28830
"NY State & Local Police & Fire",2005,17802000.000,0.08000,0.08510
"NY State & Local Police & Fire",2006,18853000.000,0.08000,0.14590
"NY State & Local Police & Fire",2007,20074000.000,0.08000,0.12580
"NY State & Local Police & Fire",2008,21072000.000,0.08000,0.02560
"NY State & Local Police & Fire",2009,21597000.000,0.08000,-0.26380
"NY State & Local Police & Fire",2010,22998000.000,0.08000,0.25870
"NY State & Local Police & Fire",2011,24169000.000,0.07500,0.14570
"NY State & Local Police & Fire",2012,25096000.000,0.07500,0.05960
"NY State & Local Police & Fire",2013,25850000.000,0.07500,0.10380
"NY State & Local Police & Fire",2014,27415000.000,0.07500,0.13020
"NY State & Local Police & Fire",2015,29336000.000,0.07500,0.07160
"NY State & Local Police & Fire",2016,30620000.000,0.07500,0.00190
"NY State & Local Police & Fire",2017,31776000.000,0.07000,0.11480
"NY State & Local Police & Fire",2018,32989000.000,0.07000,0.11350
"NY State & Local Police & Fire",2019,34260000.000,0.06800,0.05230
"NY State & Local Police & Fire",2020,34260000.000,0.06800,-0.02680
"Ohio School Employees",2001,9109000.000,0.07750,-0.06800
"Ohio School Employees",2002,9692000.000,0.08250,-0.07800
"Ohio School Employees",2003,10336000.000,0.08250,0.01800
"Ohio School Employees",2004,10953000.000,0.08250,0.16500
"Ohio School Employees",2005,11659000.000,0.08250,0.10500
"Ohio School Employees",2006,12327000.000,0.08000,0.13200
"Ohio School Employees",2007,13004000.000,0.08000,0.19300
"Ohio School Employees",2008,13674000.000,0.08000,-0.05300
"Ohio School Employees",2009,14190000.000,0.08000,-0.21800
"Ohio School Employees",2010,14823000.000,0.08000,0.12300
"Ohio School Employees",2011,15910000.000,0.07750,0.20900
"Ohio School Employees",2012,16338000.000,0.07750,0.00900
"Ohio School Employees",2013,16826000.000,0.07750,0.13700
"Ohio School Employees",2014,17457000.000,0.07750,0.18000
"Ohio School Employees",2015,18087000.000,0.07750,0.03900
"Ohio School Employees",2016,19331000.000,0.07500,0.01400
"Ohio School Employees",2017,19148000.000,0.07500,0.13200
"Ohio School Employees",2018,19559000.000,0.07500,0.09200
"Ohio School Employees",2019,20090000.000,0.07500,0.06600
"Ohio School Employees",2020,20601000.000,0.07500,0.03000
"Minneapolis ERF",2001,1615972.000,0.06000,-0.06300
"Minneapolis ERF",2002,1667871.000,0.06000,-0.07300
"Minneapolis ERF",2003,1645921.000,0.06000,0.02200
"Minneapolis ERF",2004,1643140.000,0.06000,0.16500
"Minneapolis ERF",2005,1624355.000,0.06000,0.10400
"Minneapolis ERF",2006,1617653.000,0.06000,0.10400
"Minneapolis ERF",2007,1610881.000,0.06000,0.16900
"Minneapolis ERF",2008,1576855.000,0.06000,-0.05000
"Minneapolis ERF",2009,1551099.000,0.06000,-0.17500
"Minneapolis ERF",2010,1286151.000,0.08500,0.15200
"Minneapolis ERF",2011,1238703.000,0.08500,0.23300
"Minneapolis ERF",2012,1219735.000,0.08000,0.02400
"Minneapolis ERF",2013,1167123.000,0.08000,0.14200
"Minneapolis ERF",2014,1140920.000,0.08000,0.18600
"Minneapolis ERF",2015,,,
"Minneapolis ERF",2016,,,
"Minneapolis ERF",2017,,,
"Minneapolis ERF",2018,,,
"Minneapolis ERF",2019,,,
"Minneapolis ERF",2020,,,
"Ohio Teachers",2004,69867424.000,0.08000,0.17700
"Ohio Teachers",2005,73817112.000,0.08000,0.12250
"Ohio Teachers",2006,77371024.000,0.08000,0.13730
"Ohio Teachers",2007,81126640.000,0.08000,0.20730
"Ohio Teachers",2008,87432352.000,0.08000,-0.05440
"Ohio Teachers",2009,91440952.000,0.08000,-0.21660
"Ohio Teachers",2010,94720672.000,0.08000,0.13540
"Ohio Teachers",2011,98766208.000,0.08000,0.22590
"Ohio Teachers",2012,106301840.000,0.07750,0.02340
"Ohio Teachers",2013,94366696.000,0.07750,0.13660
"Ohio Teachers",2014,96167056.000,0.07750,0.16830
"Ohio Teachers",2015,99014656.000,0.07750,0.05450
"Ohio Teachers",2016,100756424.000,0.07750,0.00920
"Ohio Teachers",2017,96126440.000,0.07450,0.14290
"Ohio Teachers",2018,96904056.000,0.07450,0.09570
"Ohio Teachers",2019,97840944.000,0.07450,0.07130
"Ohio Teachers",2020,98672288.000,0.07450,0.03140
"Oklahoma PERS",2001,6190228.000,0.07500,-0.05900
"Oklahoma PERS",2002,6639720.500,0.07500,-0.05100
"Oklahoma PERS",2003,6974583.500,0.07500,0.05700
"Oklahoma PERS",2004,7114778.000,0.07500,0.14000
"Oklahoma PERS",2005,7575420.000,0.07500,0.10500
"Oklahoma PERS",2006,7914658.000,0.07500,0.08000
"Oklahoma PERS",2007,8413248.000,0.07500,0.16400
"Oklahoma PERS",2008,8894287.000,0.07500,-0.04200
"Oklahoma PERS",2009,9291458.000,0.07500,-0.15400
"Oklahoma PERS",2010,9622628.000,0.07500,0.13800
"Oklahoma PERS",2011,8179767.500,0.07500,0.21200
"Oklahoma PERS",2012,8334638.000,0.07500,0.02440
"Oklahoma PERS",2013,8556122.000,0.07500,0.12030
"Oklahoma PERS",2014,8753669.000,0.07500,0.18000
"Oklahoma PERS",2015,8996126.000,0.07500,0.03200
"Oklahoma PERS",2016,9427810.000,0.07500,0.00300
"Oklahoma PERS",2017,9781617.000,0.07000,0.12800
"Oklahoma PERS",2018,9884134.000,0.07000,0.08400
"Oklahoma PERS",2019,10047374.000,0.07000,0.06100
"Oklahoma PERS",2020,10943079.000,0.07000,0.04500
"Oregon PERS",2001,43350500.000,,-0.08100
"Oregon PERS",2002,37258300.000,0.08000,-0.06400
"Oregon PERS",2003,38947000.000,0.08000,0.02800
"Oregon PERS",2004,44078100.000,0.08000,0.18000
"Oregon PERS",2005,47398600.000,0.08000,0.13700
"Oregon PERS",2006,49294000.000,0.08000,0.14300
"Oregon PERS",2007,51252900.000,0.08000,0.18600
"Oregon PERS",2008,52871200.000,0.08000,-0.03800
"Oregon PERS",2009,54259500.000,0.08000,-0.22300
"Oregon PERS",2010,56810600.000,0.08000,0.17000
"Oregon PERS",2011,59329500.000,0.08000,0.22300
"Oregon PERS",2012,61198400.000,0.08000,0.01600
"Oregon PERS",2013,60405200.000,0.08000,0.12700
"Oregon PERS",2014,62593600.000,0.07750,0.16600
"Oregon PERS",2015,73458896.000,0.07500,0.04300
"Oregon PERS",2016,76196600.000,0.07500,0.01210
"Oregon PERS",2017,80970304.000,0.07200,0.11920
"Oregon PERS",2018,84056096.000,0.07200,0.09400
"Oregon PERS",2019,86574704.000,0.07200,0.06520
"Oregon PERS",2020,86574704.000,0.07200,0.00520
"Pennsylvania School Employees",2001,47870900.000,0.08500,-0.07200
"Pennsylvania School Employees",2002,51693200.000,0.08500,-0.05250
"Pennsylvania School Employees",2003,54313300.000,0.08500,0.02740
"Pennsylvania School Employees",2004,56978100.000,0.08500,0.19670
"Pennsylvania School Employees",2005,61129400.000,0.08500,0.12870
"Pennsylvania School Employees",2006,64627300.000,0.08500,0.15260
"Pennsylvania School Employees",2007,66495872.000,0.08500,0.22930
"Pennsylvania School Employees",2008,70845640.000,0.08250,-0.02820
"Pennsylvania School Employees",2009,75520736.000,0.08000,-0.26540
"Pennsylvania School Employees",2010,79005424.000,0.08000,0.14590
"Pennsylvania School Employees",2011,85640384.000,0.07500,0.20370
"Pennsylvania School Employees",2012,87760656.000,0.07500,0.03430
"Pennsylvania School Employees",2013,89951816.000,0.07500,0.07960
"Pennsylvania School Employees",2014,92352984.000,0.07500,0.14910
"Pennsylvania School Employees",2015,94576712.000,0.07500,0.03040
"Pennsylvania School Employees",2016,99989400.000,0.07250,0.01290
"Pennsylvania School Employees",2017,101848816.000,0.07250,0.10140
"Pennsylvania School Employees",2018,102990912.000,0.07250,0.09270
"Pennsylvania School Employees",2019,105199504.000,0.07250,0.06680
"Pennsylvania School Employees",2020,105199504.000,0.07250,0.01110
"Pennsylvania State ERS",2001,23658756.000,0.08500,-0.07900
"Pennsylvania State ERS",2002,25650388.000,0.08500,-0.10900
"Pennsylvania State ERS",2003,26179760.000,0.08500,0.24300
"Pennsylvania State ERS",2004,27999026.000,0.08500,0.15100
"Pennsylvania State ERS",2005,28851716.000,0.08500,0.14500
"Pennsylvania State ERS",2006,30364996.000,0.08500,0.16400
"Pennsylvania State ERS",2007,31753972.000,0.08500,0.17200
"Pennsylvania State ERS",2008,34437396.000,0.08000,-0.28700
"Pennsylvania State ERS",2009,35797016.000,0.08000,0.09100
"Pennsylvania State ERS",2010,39179592.000,0.08000,0.11900
"Pennsylvania State ERS",2011,42281864.000,0.07500,0.02700
"Pennsylvania State ERS",2012,43055564.000,0.07500,0.12000
"Pennsylvania State ERS",2013,43874580.000,0.07500,0.13600
"Pennsylvania State ERS",2014,44750672.000,0.07500,0.06400
"Pennsylvania State ERS",2015,46328928.000,0.07500,0.00400
"Pennsylvania State ERS",2016,47518964.000,0.07500,0.06500
"Pennsylvania State ERS",2017,48439404.000,0.07250,0.15100
"Pennsylvania State ERS",2018,51782204.000,0.07250,-0.04600
"Pennsylvania State ERS",2019,52972576.000,0.07125,0.18800
"Pennsylvania State ERS",2020,55098760.000,0.07000,0.11100
"Rhode Island ERS",2001,7768535.500,0.08250,-0.11000
"Rhode Island ERS",2002,8141130.000,0.08250,-0.08400
"Rhode Island ERS",2003,8858979.000,0.08250,0.03900
"Rhode Island ERS",2004,9328983.000,0.08250,0.19500
"Rhode Island ERS",2005,9762675.000,0.08250,0.12200
"Rhode Island ERS",2006,10575851.000,0.08250,0.12600
"Rhode Island ERS",2007,11083014.000,0.08250,0.15840
"Rhode Island ERS",2008,10963521.000,0.08250,-0.05390
"Rhode Island ERS",2009,11383207.000,0.08250,-0.19180
"Rhode Island ERS",2010,13238855.000,0.07500,0.13460
"Rhode Island ERS",2011,10581304.000,0.07500,0.20400
"Rhode Island ERS",2012,10670343.000,0.07500,0.01550
"Rhode Island ERS",2013,10653551.000,0.07500,0.11100
"Rhode Island ERS",2014,10542944.000,0.07500,0.15120
"Rhode Island ERS",2015,10810522.000,0.07500,0.02220
"Rhode Island ERS",2016,10870777.000,0.07500,-0.00270
"Rhode Island ERS",2017,11592522.000,0.07000,0.11620
"Rhode Island ERS",2018,11707447.000,0.07000,0.08030
"Rhode Island ERS",2019,11795379.000,0.07000,0.06540
"Rhode Island ERS",2020,11751253.000,0.07000,0.03780
"San Diego County",2001,3506828.000,0.08250,-0.08400
"San Diego County",2002,5078067.000,0.08250,-0.04570
"San Diego County",2003,5853125.000,0.08250,0.03720
"San Diego County",2004,6369490.000,0.08250,0.21270
"San Diego County",2005,6990726.000,0.08250,0.13910
"San Diego County",2006,7495294.000,0.08250,0.14680
"San Diego County",2007,8082517.000,0.08250,0.15400
"San Diego County",2008,8722294.000,0.08250,0.00700
"San Diego County",2009,9198636.000,0.08250,-0.24400
"San Diego County",2010,9999161.000,0.08000,0.13000
"San Diego County",2011,10482657.000,0.08000,0.20700
"San Diego County",2012,10943172.000,0.08000,0.05890
"San Diego County",2013,11631237.000,0.07750,0.07730
"San Diego County",2014,12141149.000,0.07750,0.13440
"San Diego County",2015,13080080.000,0.07500,0.02680
"San Diego County",2016,14349090.000,0.07250,0.00450
"San Diego County",2017,14937872.000,0.07250,0.12000
"San Diego County",2018,15763237.000,0.07250,0.07900
"San Diego County",2019,16955112.000,0.07000,0.05500
"San Diego County",2020,17741220.000,0.07000,0.01100
"San Francisco City & County",2001,8371843.000,0.08250,-0.10370
"San Francisco City & County",2002,9415905.000,0.08250,-0.04500
"San Francisco City & County",2003,10249896.000,0.08250,0.02820
"San Francisco City & County",2004,10885455.000,0.08000,0.16340
"San Francisco City & County",2005,11765737.000,0.08000,0.12630
"San Francisco City & County",2006,12515463.000,0.08000,0.13460
"San Francisco City & County",2007,13541388.000,0.08000,0.18710
"San Francisco City & County",2008,15358823.000,0.07750,-0.03130
"San Francisco City & County",2009,16498649.000,0.07750,-0.21980
"San Francisco City & County",2010,17643394.000,0.07750,0.12550
"San Francisco City & County",2011,18598728.000,0.07660,0.21840
"San Francisco City & County",2012,19393854.000,0.07580,0.01670
"San Francisco City & County",2013,20224776.000,0.07580,0.13010
"San Francisco City & County",2014,21122568.000,0.07500,0.18730
"San Francisco City & County",2015,22970892.000,0.07500,0.03960
"San Francisco City & County",2016,24403882.000,0.07500,0.01290
"San Francisco City & County",2017,25706090.000,0.07500,0.13810
"San Francisco City & County",2018,27335416.000,0.07400,0.11140
"San Francisco City & County",2019,28798580.000,0.07400,0.08180
"San Francisco City & County",2020,29499918.000,0.07400,0.02410
"South Carolina RS",2001,21162148.000,0.07250,0.07520
"South Carolina RS",2002,22446574.000,0.07250,0.00930
"South Carolina RS",2003,24398932.000,0.07250,0.08980
"South Carolina RS",2004,25977852.000,0.07250,0.08790
"South Carolina RS",2005,30217472.000,0.07250,0.07030
